,Trait,Sequence,Model,Log-likelihood,Corrected AIC,Pairwise Divergence Error,LOCO MSE,Z0,True Z0,Zeq
106,longest_ORF,segment_11935_12275,OU (Z0=Zeq),72.25050535607328,-137.77373798487383,0.0033053398979611495,0.04923399105395133,0.19689716986751496,0.20821114369501467,0.19689716986751496
107,longest_ORF,segment_11935_12275,BM,22.265510561980882,-40.17807994749118,0.1785290267510136,0.06670451437905099,0.19366733790906068,0.20821114369501467,0.19366733790906068
108,A_percent,segment_11935_12275,NeutralModel,88.71768113642591,-165.49987840188408,0.0036653521487736694,0.00459681246966835,0.2440072356475153,0.25806451612903225,0.27284142772128817
109,A_percent,segment_11935_12275,NeutralModel (fixed u=1.34),87.81914206501409,-166.38828413002818,0.0040751100004086955,0.004573081401374697,0.24470251612615382,0.25806451612903225,0.28164062838270826
110,A_percent,segment_11935_12275,"NeutralModel (fixed u=1.34, Z_eq=0.28)",87.81914206690703,-168.91101140654135,0.004075055691068276,0.004573749572267886,0.24470286219431037,0.25806451612903225,0.2816419453033238
111,A_percent,segment_11935_12275,"NeutralModel (fixed u=1.34, Z_eq=0.28, sigma_eq=0.2016/L)",85.96279478401979,-167.572648391569,0.0048840828994974215,0.004657991045028767,0.2426996648896272,0.25806451612903225,0.28841890619128413
112,A_percent,segment_11935_12275,OU,112.85062070436746,-216.45124140873492,0.00036356188908563344,0.00670491869688628,-3.0126271039710852,0.25806451612903225,0.256328211950537
113,A_percent,segment_11935_12275,OU (Z0=Zeq),112.85062066105043,-218.97396859482814,0.0003635632582085623,0.006704874397826805,0.2563273407859985,0.25806451612903225,0.2563273407859985
114,A_percent,segment_11935_12275,BM,83.89820652893404,-163.4434718813975,0.006128384657599665,0.004845826145019374,0.2526076228497657,0.25806451612903225,0.2526076228497657
115,longest_ORF_alan,segment_11935_12275,NeutralModel,-327.8842430576177,667.7039699862031,1850.2644966156488,4047.052357508395,50.70682252162019,50.0,50.84796921993617
116,longest_ORF_alan,segment_11935_12275,NeutralModel (fixed u=1.34),-478.8718607092491,966.9937214184982,1061.6625032864545,8080.2653444648795,43.92513274809279,50.0,73.70353632461311
117,longest_ORF_alan,segment_11935_12275,OU,-797.615904123265,1604.48180824653,708.6903902307419,4207.180172658597,50.659002593380535,50.0,50.659002593380535
118,longest_ORF_alan,segment_11935_12275,OU (Z0=Zeq),-820.435137758699,1647.5975482446709,684.7432515025416,4235.333990175674,43.028640364144565,50.0,43.028640364144565
119,longest_ORF_alan,segment_11935_12275,BM,-602.0855682209084,1208.5240776182873,1287.1293903779804,4843.680557331078,241.63307511614272,50.0,241.63307511614272
120,gc_content,segment_7916_8695,NeutralModel,134.90977877005463,-258.05485165775633,0.00022366276646114367,0.002528343405267119,0.4298573302914039,0.4256410256410256,0.4341891244478691
121,gc_content,segment_7916_8695,NeutralModel (fixed u=1.34),134.25707354937498,-259.3712899558928,0.00024170264820564733,0.0026940298275060846,0.42980469481006145,0.4256410256410256,0.43595351065156884
122,gc_content,segment_7916_8695,"NeutralModel (fixed u=1.34, Z_eq=0.44)",134.25707336609116,-261.84748006551564,0.00024172854328070604,0.002531051794752558,0.4297928368448088,0.4256410256410256,0.43595084157730046
123,gc_content,segment_7916_8695,"NeutralModel (fixed u=1.34, Z_eq=0.44, sigma_eq=0.2464/L)",133.37913860652998,-262.43395288873563,0.000260791645004709,0.0026074884666405797,0.43246339362965763,0.4256410256410256,0.425838041433642
124,gc_content,segment_7916_8695,OU,139.7563195281551,-270.36978191345304,0.00014225708394832045,0.011167495429262334,0.42941417771597423,0.4256410256410256,0.4320629458974595
125,gc_content,segment_7916_8695,OU (Z0=Zeq),139.75489628310788,-272.8431258995491,0.00014230420271407288,0.0024019411638080664,0.43201403033320507,0.4256410256410256,0.43201403033320507
126,gc_content,segment_7916_8695,BM,131.68912822709981,-259.0539321298753,0.00032086782671966914,0.0025033665572589078,0.4309057098445377,0.4256410256410256,0.4309057098445377
127,longest_ORF,segment_7916_8695,NeutralModel,104.07732952668336,-196.3899531710138,0.0015513064614447096,0.0242957968358367,0.09405399816969809,0.09615384615384616,0.11303184076758889
128,longest_ORF,segment_7916_8695,NeutralModel (fixed u=1.34),103.84190203290075,-198.54094692294436,0.0015942766763838525,0.024474803564706788,0.0946448274067732,0.09615384615384616,0.11842453532520901
129,longest_ORF,segment_7916_8695,OU,102.84043740628968,-196.53801766972222,0.001559790954837321,0.024742117101399973,0.08304640625815254,0.09615384615384616,0.11409762215920377
130,longest_ORF,segment_7916_8695,OU (Z0=Zeq),102.6789578314119,-198.69124899615716,0.001546461000789578,0.023142671059151677,0.10309478325435543,0.09615384615384616,0.10309478325435543
131,longest_ORF,segment_7916_8695,BM,101.52904358564477,-198.73376284696522,0.001918735506729521,0.02407586271604711,0.0996966178674757,0.09615384615384616,0.0996966178674757
132,A_percent,segment_7916_8695,NeutralModel,151.4836295851527,-291.20255328795247,9.925848057192847e-05,0.001472315839364366,0.2733860717905998,0.2794871794871795,0.28499250291051104
133,A_percent,segment_7916_8695,NeutralModel (fixed u=1.34),150.90595765916896,-292.66905817548076,0.00010597817603834407,0.0014938405173618486,0.27359777142382147,0.2794871794871795,0.2886358779639035
134,A_percent,segment_7916_8695,"NeutralModel (fixed u=1.34, Z_eq=0.28)",150.90595765857228,-295.14524865047787,0.00010597817717580976,0.0015472392136252663,0.27359762913719304,0.2794871794871795,0.2886371539000041
135,A_percent,segment_7916_8695,"NeutralModel (fixed u=1.34, Z_eq=0.28, sigma_eq=0.2016/L)",150.03257915131465,-295.740833978305,0.00011171539941105382,0.0015755044683001857,0.27561157034300615,0.2794871794871795,0.2819509118613658
136,A_percent,segment_7916_8695,OU,148.6380729321522,-288.13328872144723,0.00013355071808631556,0.0014856845590800684,0.27673531534297346,0.2794871794871795,0.27673528931194386
137,A_percent,segment_7916_8695,OU (Z0=Zeq),148.6380729025637,-290.6094791384607,0.00013355074409191332,0.0014284320354876821,0.2767352733212886,0.2794871794871795,0.2767352733212886
138,A_percent,segment_7916_8695,BM,148.51579359192186,-292.7072628595194,0.0001358224405350479,0.00149131375249003,0.276735193105337,0.2794871794871795,0.276735193105337
139,longest_ORF_alan,segment_7916_8695,NeutralModel,-175.75808598776788,363.2808778578887,1870.7570442393828,16698.180487333604,45.33055264216628,60.0,90.93548642736309
140,longest_ORF_alan,segment_7916_8695,NeutralModel (fixed u=1.34),-176.53440010879763,362.2116573604524,2021.6674354489396,16333.503431854588,40.56851963096263,60.0,128.58401579935725
141,longest_ORF_alan,segment_7916_8695,OU,-170.620080501791,350.38301814643916,1051.2449205992768,70352.85819254915,177.1317794168156,60.0,52.42583323951796
142,longest_ORF_alan,segment_7916_8695,OU (Z0=Zeq),-170.7612193787858,348.1891054242383,1067.343972556965,14208.961625337979,53.17872147451968,60.0,53.17872147451968
143,longest_ORF_alan,segment_7916_8695,BM,-178.66519800251336,361.65472032935105,2344.1843388050934,13860.091946700551,59.92949374033151,60.0,59.92949374033151
